item_name,service_line,service_type,service_line_slug,service_type_slug,popularity
xxxx 2x8 pickets,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,1
xxxx additional hrs,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,8
xxxx addtional hrs,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,2
xxxx gate latch,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,1
xxxx gate lock w/ handles,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,1
xxxx heavy duty hinges,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,1
xxxx heavy duty wheels,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,1
xxxx hinges,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,1
xxxx screws,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,3
yellow pine Ground contact Pressure Treated Lumber,Handyman,Fence Installation and Repair,handyman,fence-installation-and-repair,1
30 foot lift,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3500 Watt generator,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
"8+ GPM, 3,500-4,000 PSI, no heat",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Angle Grinder cordless,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Boom Lift-Over 30',Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,18
Cordless concrete cut-off saw,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Core Drill bit,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Core drill,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,4
Coroplast Panels,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,2
Demolition concrete breaker,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Drain Machine,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,32
Drill,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,15
Drill Bits,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,20
Equipment,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,9
Gas Pressure Washer,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Hammer Drill,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,17
Handtruck,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Large Power Washer,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
RYOBI impact drill,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,2
Rotary Hammer,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,13
Rotary hammer owned,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Scissor Lift-Over 30',Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,11
Scissor Lift-Under 30',Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,28
Security bit for hardware install,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Special Ceramic Tile bits 4pk,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Special adapter/bolt tightened (for kit the have),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Stainless Steel Repair,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Steel Power drill,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Tools,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,7
Void,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,20
Welder,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,13
assembly kit,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,2
concrete saw,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,27
lift,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,34
scaffolding,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,12
tarp,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,7
trolly Jack,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,2
"welder, generator",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
xx,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,7
"( Sliders, “L” Hangers & Screws)",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
1 5 gallon bucket of mortar-,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
1 box of 30 self tap in screws 1 1/2 in metal piercing,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
1-1/2 in. Wood Screw #10 Galvalume Steel Hex-Head Metal Roof Accessory in Slate (250-Piece/Bag),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
1.5 Amp fuse,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
"1/2"" sheet of plywood",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
1/4 drill bit,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
10.1 oz. Ultra Clear All Purpose Waterproof Sealant,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
100' rope,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
10in metal bolts,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
12 ft x 144 in nets,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
"12"" Offset Back to Back Tempered Glass Mount or Aluminum Commercial Swing Door Pull Handle",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
14 New custom cabinet locks with Universal Key,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
18 GA Brad Nails,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
18 mm x 4 ft. x 8 ft. HPL White Plywood,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
"18"" x 36"" x 1/4"" Shatter resistance commercial bathroom mirror with stainless steel framed edge",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
1” self taps,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
"2 in. x 0.113-Gauge 30-Degree Galvanized Ring Shank Paper Tape Framing Nails (2,000 per Box)",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
2 in. x 4 in. x 8 ft. 2 Prime Ground Contact Pressure-Treated Southern Yellow Pine Lumber,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
2 inch fasteners,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
"2"" pulley kit",Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
220 grit sand  paper,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
24x30 bevel edge mirror,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
2X4 PRESSURE TREADED,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
2nd visit,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
2x4,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,12
2x6 Lumber ( fire retartdent),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3-1/2 in. x 0.131 in. 10-Gauge 30-Degree Hot Dipped Galvanized Smooth Shank Paper Tape Framing Nails (750 Per Box),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3/4 Fastners,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3/4 in. White Flexible Polyethylene Center Barb Hobbyist Pack Bumper Tee Moulding Edging 25 ft. long Coil,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3/8 galvanized Flat Washer (100-Pack),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3/8 galvanized Hex Nut (100-Pack),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3/8in. x 2-1/2 in. Galvanized Carriage Bolt (50-Pack),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
3M Pro-Pak 4-3/16 in. x 11-1/4 in. 120 Grit Drywall Sanding Screens (10-Pack),Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,7
3M ScotchBlue 1.88 in. x 60 yds. Original Multi-Surface Painter's Tape,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,10
4 way screw in hinges,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
4' round pipe (chrome) and hardware,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
40amp fuse,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
45R Terminals,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
4x8's on post,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
5pcs handle heavy duty electric fence handle,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
6 in. x 30 in. Satin Stainless Steel Kickplates,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
AA batteries,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,6
ADA Toilet Seat,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,13
Access vent,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Acoustic ceiling tiles,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,4
Activator box,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Additional manpower to lift door,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Adehsive remover,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Adhesive,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,36
Adj Lab regular,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,3
Adjusters for cup dispensers,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Aluminum rails,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
American flag,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Anchor,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,6
Anchor Bolts,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,10
Anchor Screws,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,4
Anchor and screw,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Anchor bolt,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Anchor braces,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Anchoring Hardware,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,3
Anchoring bolts/ brackets/ board,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Anchoring screws,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,3
Anchors,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,44
Anchors and Filler,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
Anvil 8 in. x 8 in. Drywall Repair Patch,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,2
Apollo 1-1/4 in. x 1-1/4 in. PVC Compression Coupling,Handyman,Fixture Repair and Replacement,handyman,fixture-repair-and-replacement,1
